year,material,region,extraction_yield,beneficiation_yield,refining_yield,sorting_yield,extraction_loss_to_sysenv_share,beneficiation_loss_to_sysenv_share,refining_loss_to_sysenv_share,sorting_reject_to_disposal_share,sorting_reject_to_sysenv_share
2091,nickel,China,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2092,nickel,China,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2093,nickel,China,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2094,nickel,China,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2095,nickel,China,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2096,nickel,China,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2097,nickel,China,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2098,nickel,China,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2099,nickel,China,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2100,nickel,China,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1870,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1871,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1872,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1873,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1874,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1875,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1876,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1877,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1878,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1879,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1880,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1881,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1882,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1883,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1884,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1885,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1886,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1887,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1888,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1889,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1890,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1891,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1892,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1893,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1894,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1895,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1896,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1897,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1898,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1899,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1900,nickel,EU27,0.0081144684020902,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1901,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1902,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1903,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1904,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1905,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1906,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1907,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1908,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1909,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1910,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1911,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1912,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1913,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1914,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1915,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1916,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1917,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1918,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1919,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1920,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1921,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1922,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1923,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1924,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1925,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1926,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1927,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1928,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1929,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1930,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1931,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1932,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1933,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1934,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1935,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1936,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1937,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1938,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1939,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1940,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1941,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1942,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1943,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1944,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1945,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1946,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1947,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1948,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1949,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1950,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1951,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1952,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1953,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1954,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1955,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1956,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1957,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1958,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1959,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1960,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1961,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1962,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1963,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1964,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1965,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1966,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1967,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1968,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1969,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
1970,nickel,EU27,0.0076166347926538,0.8593000000000001,0.968,0.99,0.9936141105194845,0.684,0.5525,0.98,0.02
1971,nickel,EU27,0.0076158195951023,0.8337142857142857,0.98,0.99,0.9938517878802816,0.6774857142857144,0.5525,0.98,0.02
1972,nickel,EU27,0.007614248925589,0.8459285714285715,0.98,0.99,0.9938517878802816,0.6709714285714287,0.5525,0.98,0.02
1973,nickel,EU27,0.0076123270924302,0.8581428571428571,0.98,0.99,0.9938165760530382,0.664457142857143,0.5525,0.98,0.02
1974,nickel,EU27,0.0076104573109877,0.8703571428571429,0.98,0.99,0.9938165760530382,0.6579428571428572,0.5525,0.98,0.02
1975,nickel,EU27,0.0076090414162419,0.8825714285714286,0.98,0.99,0.9938165760530382,0.6514285714285715,0.5525,0.98,0.02
1976,nickel,EU27,0.0076084803509337,0.8947857142857142,0.98,0.99,0.993793873673943,0.6449142857142858,0.5525,0.98,0.02
1977,nickel,EU27,0.0076075612638546,0.907,0.98,0.99,0.993793873673943,0.6384000000000001,0.5525,0.98,0.02
1978,nickel,EU27,0.0076052651461675,0.907,0.98,0.99,0.993964593758486,0.6384000000000001,0.5525,0.98,0.02
1979,nickel,EU27,0.0076022836052203,0.907,0.98,0.99,0.9940119137812008,0.6384000000000001,0.5525,0.98,0.02
1980,nickel,EU27,0.0075993059136671,0.907,0.98,0.99,0.9940119137812008,0.6384000000000001,0.5525,0.98,0.02
1981,nickel,EU27,0.0075970179958867,0.907,0.98,0.99,0.9940119137812008,0.6384000000000001,0.5525,0.98,0.02
1982,nickel,EU27,0.0075961034643193,0.907,0.98,0.99,0.9940119137812008,0.6384000000000001,0.5525,0.98,0.02
1983,nickel,EU27,0.0075945385644277,0.907,0.98,0.99,0.9939045356855174,0.6384000000000001,0.5525,0.98,0.02
1984,nickel,EU27,0.0069328798646246,0.907,0.98,0.99,0.9939045356855174,0.6384000000000001,0.5525,0.98,0.02
1985,nickel,EU27,0.0069238248421878,0.907,0.98,0.99,0.9939045356855174,0.6384000000000001,0.5525,0.98,0.02
1986,nickel,EU27,0.0069139858096369,0.907,0.98,0.99,0.9944927994632078,0.6384000000000001,0.5525,0.98,0.02
1987,nickel,EU27,0.0069049800428766,0.907,0.98,0.99,0.9944927994632078,0.6384000000000001,0.5525,0.98,0.02
1988,nickel,EU27,0.0068984085748161,0.907,0.98,0.99,0.9944927994632078,0.6384000000000001,0.5525,0.98,0.02
1989,nickel,EU27,0.0068958638186755,0.907,0.98,0.99,0.9942669519095648,0.6384000000000001,0.5525,0.98,0.02
1990,nickel,EU27,0.0068885739374469,0.907,0.98,0.99,0.9941855797558048,0.6384000000000001,0.5525,0.98,0.02
1991,nickel,EU27,0.0068704164877407,0.907,0.98,0.99,0.9941855797558048,0.6384000000000001,0.5525,0.98,0.02
1992,nickel,EU27,0.0068469544183622,0.907,0.98,0.99,0.9941855797558048,0.6384000000000001,0.5525,0.98,0.02
1993,nickel,EU27,0.0068236520468067,0.907,0.98,0.99,0.9939795258900934,0.6384000000000001,0.5525,0.98,0.02
1994,nickel,EU27,0.006805834794231,0.907,0.98,0.99,0.9939615421291343,0.6384000000000001,0.5525,0.98,0.02
1995,nickel,EU27,0.0067987339187119,0.907,0.98,0.99,0.993365556279314,0.6384000000000001,0.5525,0.98,0.02
1996,nickel,EU27,0.0067926228298661,0.907,0.98,0.99,0.9932217498917832,0.6384000000000001,0.5525,0.98,0.02
1997,nickel,EU27,0.0067926228298661,0.907,0.98,0.99,0.9931075944289034,0.6384000000000001,0.5525,0.98,0.02
1998,nickel,EU27,0.0067926228298661,0.907,0.98,0.99,0.9931075944289034,0.6384000000000001,0.5525,0.98,0.02
1999,nickel,EU27,0.0070753960477466,0.907,0.98,0.99,0.9931075944289034,0.6384000000000001,0.5525,0.98,0.02
2000,nickel,EU27,0.0074037011274507,0.907,0.98,0.99,0.9931664669209516,0.6384000000000001,0.5525,0.98,0.02
2001,nickel,EU27,0.0074037011274507,0.907,0.98,0.99,0.9932099754678502,0.6384000000000001,0.5525,0.98,0.02
2002,nickel,EU27,0.0074603279153067,0.907,0.98,0.99,0.9932099754678502,0.6384000000000001,0.5525,0.98,0.02
2003,nickel,EU27,0.0077152663454215,0.907,0.98,0.99,0.9931673060773354,0.6384000000000001,0.5525,0.98,0.02
2004,nickel,EU27,0.0077152663454215,0.907,0.98,0.99,0.9931673060773354,0.6384000000000001,0.5525,0.98,0.02
2005,nickel,EU27,0.0074086855442369,0.898,0.98,0.99,0.9932082791374124,0.6432000000000001,0.5525,0.98,0.02
2006,nickel,EU27,0.0074086855442369,0.898,0.98,0.99,0.9932082791374124,0.6432000000000001,0.5525,0.98,0.02
2007,nickel,EU27,0.0070842717794564,0.898,0.98,0.99,0.9932477778157548,0.6432000000000001,0.5525,0.98,0.02
2008,nickel,EU27,0.0068419105626917,0.901,0.98,0.99,0.9933098913167926,0.6416000000000001,0.5525,0.98,0.02
2009,nickel,EU27,0.0068419105626917,0.907,0.98,0.99,0.9938412907301224,0.6384000000000001,0.5525,0.98,0.02
2010,nickel,EU27,0.0068419105626917,0.907,0.98,0.99,0.9943611860910934,0.6384000000000001,0.5525,0.98,0.02
2011,nickel,EU27,0.0068297114980182,0.901,0.98,0.99,0.9947815323715984,0.6416000000000001,0.5525,0.98,0.02
2012,nickel,EU27,0.006880332275101,0.8886999999999999,0.98,0.99,0.9947815323715984,0.6481600000000001,0.5525,0.98,0.02
2013,nickel,EU27,0.007244461589523,0.8886999999999999,0.98,0.99,0.9947815323715984,0.6481600000000001,0.5525,0.98,0.02
2014,nickel,EU27,0.0072378965026327,0.8886999999999999,0.98,0.99,0.9947815323715984,0.6481600000000001,0.5525,0.98,0.02
2015,nickel,EU27,0.0072378965026327,0.89215,0.98,0.99,0.9947815323715984,0.6463200000000001,0.5525,0.98,0.02
2016,nickel,EU27,0.0072378965026327,0.907,0.98,0.99,0.995000916873211,0.6384000000000001,0.5525,0.98,0.02
2017,nickel,EU27,0.0072355138844011,0.907,0.98,0.99,0.9954860530702916,0.6384000000000001,0.5525,0.98,0.02
2018,nickel,EU27,0.0072330707110989,0.907,0.98,0.99,0.9954860530702916,0.6384000000000001,0.5525,0.98,0.02
2019,nickel,EU27,0.0072330707110989,0.907,0.98,0.99,0.9954860530702916,0.6384000000000001,0.5525,0.98,0.02
2020,nickel,EU27,0.0072330707110989,0.907,0.98,0.99,0.9913465807005492,0.6384000000000001,0.5525,0.98,0.02
2021,nickel,EU27,0.0081144684020903,0.907,0.98,0.99,0.9913465807005492,0.6384000000000001,0.5525,0.98,0.02
2022,nickel,EU27,0.0081144684020903,0.907,0.98,0.99,0.9913465807005492,0.6384000000000001,0.5525,0.98,0.02
2023,nickel,EU27,0.0081144684020903,0.907,0.98,0.99,0.9913465807005492,0.6384000000000001,0.5525,0.98,0.02
2024,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2025,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2026,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2027,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2028,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2029,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2030,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2031,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2032,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2033,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2034,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2035,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2036,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2037,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2038,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2039,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2040,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2041,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2042,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2043,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2044,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2045,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2046,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2047,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2048,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
2049,nickel,EU27,0.0081144684020903,0.8593000000000001,0.968,0.99,0.9913465807005492,0.684,0.5525,0.98,0.02
